store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,banner,province_code,province_name,cma_code,cma_name,cma_type,fsa,coord_source,geo_source,osm_id,osm_type
osm:node/9347098423,,,Your Independent Grocer,open,20678 Willoughby Town Centre Drive,Langley,,,British Columbia,,CA,49.1453789,-122.649838,America/Vancouver,Supermarket,,,Your Independent Grocer,BC,British Columbia,933,Vancouver,B,,osm,osm+pip,9347098423,node
osm:node/9409054817,,https://www.wholesaleclub.ca/,Wholesale Club,open,14741 111 Avenue NW,,,,Alberta,T5M 2P5,CA,53.5596902,-113.5760621,America/Edmonton,Wholesale,,,Wholesale Club,AB,Alberta,835,Edmonton,B,T5M,osm,osm+postcode_letter,9409054817,node
osm:node/9569811205,,,No Frills,open,,,,,Ontario,,CA,43.4315989,-79.726431,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,9569811205,node
osm:node/9580275096,,,Maxi,open,885 3e Rue,Chibougamau,,,Quebec,G8P 1R3,CA,49.9136044,-74.3847286,America/Toronto,Discount,,,Maxi,QC,Quebec,,,,G8P,osm,osm+postcode_letter,9580275096,node
osm:node/9650365761,,,No Frills,open,1103 18 Street SE,High River,,,Alberta,T1V 2A9,CA,50.5730331,-113.8412653,America/Edmonton,Discount,,,No Frills,AB,Alberta,821,High River,D,T1V,osm,osm+postcode_letter,9650365761,node
osm:node/9671723098,,https://www.provigo.ca/store-locator/details/8671,Provigo,open,1350 Rue Sherbrooke,Magog,,,Quebec,J1X 2T3,CA,45.273419,-72.1332406,America/Toronto,Supermarket,,819-868-8630,Provigo,QC,Quebec,433,Sherbrooke,B,J1X,osm,osm+postcode_letter,9671723098,node
osm:node/9682561123,,,Provigo,open,501 Patry,Saint-Pascal,,,Quebec,,CA,47.5305378,-69.8110602,America/Toronto,Supermarket,,,Provigo,QC,Quebec,,,,,osm,osm+pip,9682561123,node
osm:node/9774941291,,https://www.maxi.ca/,Maxi,open,2655 Chemin de Chambly,,,,Quebec,J4L 1M3,CA,45.5246668,-73.4670018,America/Toronto,Discount,,450-448-5771,Maxi,QC,Quebec,462,Montréal,B,J4L,osm,osm+postcode_letter,9774941291,node
osm:node/9792438314,,http://m.provigo.ca/fr_CA/storedetail.2155.html,Provigo,open,282 Rue Ouellette,,,,Quebec,J3M 1A5,CA,45.4358225,-73.1672816,America/Toronto,Supermarket,,450-460-7261,Provigo,QC,Quebec,,,,J3M,osm,osm+postcode_letter,9792438314,node
osm:node/9831897684,,https://www.nofrills.ca/store-locator/details/3992,No Frills,open,5955 Main Street,,,,British Columbia,,CA,49.1792957,-119.5504598,America/Vancouver,Discount,,866-987-6453,No Frills,BC,British Columbia,,,,,osm,osm+pip,9831897684,node
osm:node/9883182169,,https://www.nofrills.ca/,No Frills,open,,,,,Ontario,,CA,43.9987614,-77.1612033,America/Toronto,Discount,,,No Frills,ON,Ontario,,,,,osm,osm+pip,9883182169,node
osm:node/9922970401,,,Your Independent Grocer,open,1560 Cameron Street,Hawkesbury,,,Ontario,K6A 3S5,CA,45.5931446,-74.6012617,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,502,Hawkesbury (Ontario part / partie de l'Ontario),D,K6A,osm,osm+postcode_letter,9922970401,node
osm:node/9936347018,,,Your Independent Grocer,open,,,,,Ontario,,CA,43.2231313,-79.1197712,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,539,St. Catharines - Niagara,B,,osm,osm+pip,9936347018,node
osm:node/9947957528,,,National Grocers Wholesale Club,open,1070 Webbwood Drive,Sudbury,,,Ontario,P3C 3B7,CA,46.4721097,-81.0259359,America/Toronto,Wholesale,,705-673-3606,Wholesale Club,ON,Ontario,580,Greater Sudbury / Grand Sudbury,B,P3C,osm,osm+postcode_letter,9947957528,node
osm:node/9949591669,,,No Frills,open,1445 Main Street,Winnipeg,,,Manitoba,R2W 3W1,CA,49.9265015,-97.123298,America/Winnipeg,Discount,,866-987-6453,No Frills,MB,Manitoba,602,Winnipeg,B,R2W,osm,osm+postcode_letter,9949591669,node
osm:node/10184719579,,https://www.realcanadiansuperstore.ca/store-locator/details/3730,Real Canadian Superstore,open,3400 69 Street NW,,,,Alberta,T3B 2J8,CA,51.0821326,-114.1869185,America/Edmonton,Hypermarket,,403-288-8670,Real Canadian Superstore,AB,Alberta,825,Calgary,B,T3B,osm,osm+postcode_letter,10184719579,node
osm:node/10301447492,,https://www.maxi.ca/store-locator/details/7551,Maxi,open,53 Place Quévillon,Lebel-sur-Quévillon,,,Quebec,J0Y 1X0,CA,49.0524988,-76.9784855,America/Toronto,Discount,,418-755-4803,Maxi,QC,Quebec,,,,J0Y,osm,osm+postcode_letter,10301447492,node
osm:node/10910006403,,,大統華 T&T Supermarket,open,1800 Sheppard Avenue East,North York,,,Ontario,M2J 5A7,CA,43.776859,-79.3458512,America/Toronto,Asian Specialty,,416-493-8113,T&T Supermarket,ON,Ontario,535,Toronto,B,M2J,osm,osm+postcode_letter,10910006403,node
osm:node/11060947071,,,Maxi,open,,,,,Quebec,,CA,46.8167322,-71.1456714,America/Toronto,Discount,,,Maxi,QC,Quebec,421,Québec,B,,osm,osm+pip,11060947071,node
osm:node/11134666505,,,No Frills,open,,,,,Ontario,,CA,44.0256845,-79.7962683,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,11134666505,node
osm:node/11248719801,,,Maxi,open,2260 Chemin Gascon,Terrebonne,,,Quebec,J6X 3A5,CA,45.7221583,-73.6636151,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,J6X,osm,osm+postcode_letter,11248719801,node
osm:node/11298768607,,,No Frills,open,,,,,New Brunswick,,CA,45.9844375,-66.6274184,America/Moncton,Discount,,,No Frills,NB,New Brunswick,320,Fredericton,B,,osm,osm+pip,11298768607,node
osm:node/11414648998,,,Maxi,open,10455 Boulevard Saint-Laurent,Montréal,,,Quebec,,CA,45.5492386,-73.6667201,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+postcode_letter,11414648998,node
osm:node/11417122413,,,Provigo,open,2323 Boulevard Henri-Bourassa Est,Montréal,,,Quebec,,CA,45.5761114,-73.6553235,America/Toronto,Supermarket,,,Provigo,QC,Quebec,462,Montréal,B,,osm,osm+postcode_letter,11417122413,node
osm:node/11423119686,,,Loblaws,open,,,,,Alberta,,CA,53.5447826,-113.497747,America/Edmonton,Supermarket,,,Loblaws,AB,Alberta,835,Edmonton,B,,osm,osm+pip,11423119686,node
osm:node/11435470041,,,No Frills,open,,,,,Alberta,,CA,53.6013183,-113.4481132,America/Edmonton,Discount,,,No Frills,AB,Alberta,835,Edmonton,B,,osm,osm+pip,11435470041,node
osm:node/11654759425,,https://www.loblaws.ca/store-locator/details/7155,Loblaws,open,658 Homer Street,Vancouver,,,British Columbia,V6B 0S5,CA,49.2810656,-123.1140114,America/Vancouver,Supermarket,,604-632-3906,Loblaws,BC,British Columbia,933,Vancouver,B,V6B,osm,osm+postcode_letter,11654759425,node
osm:node/11666824273,,,Your Independent Grocer,open,,,,,Alberta,,CA,49.7224318,-113.3891925,America/Edmonton,Supermarket,,,Your Independent Grocer,AB,Alberta,,,,,osm,osm+pip,11666824273,node
osm:node/11717017512,,,Maxi,open,,,,,Quebec,,CA,45.3074742,-73.8588092,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+pip,11717017512,node
osm:node/11803976832,,,No Frills,open,,,,,Alberta,,CA,53.6983193,-113.2094999,America/Edmonton,Discount,,,No Frills,AB,Alberta,835,Edmonton,B,,osm,osm+pip,11803976832,node
osm:node/11805150159,,,Maxi,open,,,,,Quebec,,CA,46.8156299,-71.1722903,America/Toronto,Discount,,,Maxi,QC,Quebec,421,Québec,B,,osm,osm+pip+nearest,11805150159,node
osm:node/11810180673,,,No Frills,open,,,,,Ontario,,CA,44.1810609,-81.6167387,America/Toronto,Discount,,,No Frills,ON,Ontario,,,,,osm,osm+pip,11810180673,node
osm:node/11922705061,,,Maxi,open,2090 Boulevard des Laurentides,Laval,,,Quebec,H7M 2Y6,CA,45.6066829,-73.7344652,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,H7M,osm,osm+postcode_letter,11922705061,node
osm:node/11954764684,,https://www.loblaws.ca/,Provigo Lacoursière Longueuil,open,1150 Rue King-George,Longueuil,,,Quebec,J4J 2W1,CA,45.5390808,-73.4677763,America/Toronto,Supermarket,,450-647-1717,Provigo,QC,Quebec,462,Montréal,B,J4J,osm,osm+postcode_letter,11954764684,node
osm:node/12015871457,,,No Frills,open,,,,,Ontario,,CA,48.4530123,-89.2544344,America/Toronto,Discount,,,No Frills,ON,Ontario,595,Thunder Bay,B,,osm,osm+pip,12015871457,node
osm:node/12034061207,,,Maxi,open,7900 Boulevard Cousineau,Saint-Hubert,,,Quebec,J3Z 1H2,CA,45.4813651,-73.3864626,America/Toronto,Discount,,450-676-4144,Maxi,QC,Quebec,462,Montréal,B,J3Z,osm,osm+postcode_letter,12034061207,node
osm:node/12259934526,,,Maxi,open,5647 Avenue du Parc,Montréal,,,Quebec,H2V 4H2,CA,45.5230709,-73.6037699,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,H2V,osm,osm+postcode_letter,12259934526,node
osm:node/12344862008,,,No Frills,open,,,,,Ontario,,CA,43.6487628,-79.3915521,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,12344862008,node
osm:node/12478395874,,,Maxi,open,3725 Boulevard des Forges,Trois-Rivières,,,Quebec,G8Y 4P2,CA,46.3536944,-72.5831625,America/Toronto,Discount,,,Maxi,QC,Quebec,442,Trois-Rivières,B,G8Y,osm,osm+postcode_letter,12478395874,node
osm:node/12498176954,,,Maxi,open,1095 Rue Saint-Isidore,Saint-Lin–Laurentides,,,Quebec,,CA,45.8661009,-73.7557884,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+postcode_letter,12498176954,node
osm:node/12501278535,,,Maxi,open,6825 Chemin de la Côte-des-Neiges,Montréal,,,Quebec,H3S 2B6,CA,45.504773,-73.6377577,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,H3S,osm,osm+postcode_letter,12501278535,node
osm:node/12518848142,,,Maxi,open,1699 Avenue d'Estimauville,Québec,,,Quebec,,CA,46.843576,-71.2141984,America/Toronto,Discount,,,Maxi,QC,Quebec,421,Québec,B,,osm,osm+pip,12518848142,node
osm:node/12566554506,,,Loblaws,open,,,,,Ontario,,CA,43.6838553,-79.415837,America/Toronto,Supermarket,,,Loblaws,ON,Ontario,535,Toronto,B,,osm,osm+pip,12566554506,node
osm:node/12660062736,,,No Frills,open,1500 Plessis Road,Winnipeg,,,Manitoba,R2C 5R5,CA,49.9001205,-97.0277102,America/Winnipeg,Discount,,,No Frills,MB,Manitoba,602,Winnipeg,B,R2C,osm,osm+postcode_letter,12660062736,node
osm:node/12707610863,,,Maxi,open,340 Rue George-Muir,Québec,,,Quebec,G2N 1L2,CA,46.8964221,-71.3154984,America/Toronto,Discount,,,Maxi,QC,Quebec,421,Québec,B,G2N,osm,osm+postcode_letter,12707610863,node
osm:node/12707610864,,,Maxi,open,,,,,Quebec,,CA,46.8728577,-71.2807061,America/Toronto,Discount,,,Maxi,QC,Quebec,421,Québec,B,,osm,osm+pip,12707610864,node
osm:node/12742161531,,,No Frills,open,899 College Street,,,,Ontario,,CA,43.653819,-79.4244704,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,12742161531,node
osm:node/12753993140,,https://www.tntsupermarket.com/eng/store-location,大統華 T&T Supermarket,open,,,,,Quebec,,CA,45.4402529,-73.4368276,America/Toronto,Asian Specialty,,,T&T Supermarket,QC,Quebec,462,Montréal,B,,osm,osm+pip,12753993140,node
osm:node/12773090778,,,No Frills,open,,,,,Ontario,,CA,42.9793359,-81.0541244,America/Toronto,Discount,,,No Frills,ON,Ontario,555,London,B,,osm,osm+pip,12773090778,node
osm:node/12807326327,,,No Frills,open,870 11 Street SW,,,,Alberta,,CA,51.0454885,-114.0882539,America/Edmonton,Discount,,,No Frills,AB,Alberta,825,Calgary,B,,osm,osm+pip,12807326327,node
osm:node/12815517984,,https://www.realcanadiansuperstore.ca/en/store-locator/details/1557,Real Canadian Superstore,open,4651 Number 3 Road,Richmond,,,British Columbia,,CA,49.179759,-123.1385147,America/Vancouver,Hypermarket,,604-233-2418,Real Canadian Superstore,BC,British Columbia,933,Vancouver,B,,osm,osm+postcode_letter,12815517984,node
osm:node/12893259718,,,No Frills,open,,,,,Ontario,,CA,42.3242403,-82.9881824,America/Toronto,Discount,,,No Frills,ON,Ontario,559,Windsor,B,,osm,osm+pip,12893259718,node
osm:node/12909770886,,,No Frills,open,,,,,Prince Edward Island,,CA,46.4112171,-63.783764,America/Halifax,Discount,,,No Frills,PE,Prince Edward Island,110,Summerside,D,,osm,osm+pip,12909770886,node
osm:node/12927371396,,,Real Canadian Superstore,open,,,,,Saskatchewan,,CA,52.1321648,-106.7254283,America/Regina,Hypermarket,,,Real Canadian Superstore,SK,Saskatchewan,725,Saskatoon,B,,osm,osm+pip,12927371396,node
osm:node/13025722272,,,Your Independent Grocer,open,40 Meredith Street East,Little Current,,,Ontario,P0P 1K0,CA,45.9791042,-81.9231171,America/Toronto,Supermarket,,705-368-0617,Your Independent Grocer,ON,Ontario,,,,P0P,osm,osm+postcode_letter,13025722272,node
osm:node/13030068969,,,No Frills,open,410 St. Clair Street,Chatham,,,Ontario,N7L 3K2,CA,42.415289,-82.2015768,America/Toronto,Discount,,,No Frills,ON,Ontario,556,Chatham-Kent,D,N7L,osm,osm+postcode_letter,13030068969,node
osm:node/13046957923,,https://www.nofrills.ca/en/store-locator/details/9572,No Frills,open,2484 Main Street,West Kelowna,,,British Columbia,V4T 2G2,CA,49.8309711,-119.6301319,America/Vancouver,Discount,,866-987-6453,No Frills,BC,British Columbia,915,Kelowna,B,V4T,osm,osm+postcode_letter,13046957923,node
osm:node/13056399178,,https://www.maxi.ca/store-locator/details/8704,Maxi,open,10200 Boulevard Pie-IX,Montréal,,,Quebec,H1H 3Z1,CA,45.5843052,-73.6319908,America/Toronto,Discount,,514-321-3111,Maxi,QC,Quebec,462,Montréal,B,H1H,osm,osm+postcode_letter,13056399178,node
osm:node/13084968727,,,大統華 T&T Supermarket,open,26 Edward Street,,,,Ontario,M5G 0C5,CA,43.6569266,-79.3824002,America/Toronto,Asian Specialty,,416-251-8113,T&T Supermarket,ON,Ontario,535,Toronto,B,M5G,osm,osm+postcode_letter,13084968727,node
osm:node/13088335909,,,No Frills,open,1425 Kingsway,Sudbury,,,Ontario,P3B 0A2,CA,46.5030051,-80.948283,America/Toronto,Discount,,,No Frills,ON,Ontario,580,Greater Sudbury / Grand Sudbury,B,P3B,osm,osm+postcode_letter,13088335909,node
osm:node/13180560840,,,No Frills,open,75 Shuter Street,,,,Ontario,,CA,43.654854,-79.3755837,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,13180560840,node
osm:node/13231530851,,,大統華 T&T Supermarket,open,,,,,Ontario,,CA,43.7771388,-79.3463819,America/Toronto,Asian Specialty,,,T&T Supermarket,ON,Ontario,535,Toronto,B,,osm,osm+pip,13231530851,node
osm:node/13231824804,,https://www.maxi.ca/fr/store-locator/details/7552,Maxi,open,1470 Boulevard René-Lévesque Ouest,Montréal,,,Quebec,H3G 1T7,CA,45.4942294,-73.5742918,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,H3G,osm,osm+postcode_letter,13231824804,node
osm:node/13256222937,,,Maxi,open,445 West Saint Peter Boulevard,Caraquet,,,New Brunswick,,CA,47.7779886,-64.9918097,America/Moncton,Discount,,,Maxi,NB,New Brunswick,,,,,osm,osm+pip,13256222937,node
osm:node/13264897758,,https://www.maxi.ca,Maxi,open,355 Rue Principale,Lachute,,,Quebec,J8H 2Z7,CA,45.6561738,-74.3450547,America/Toronto,Discount,,450-566-0761,Maxi,QC,Quebec,468,Lachute,D,J8H,osm,osm+postcode_letter,13264897758,node
osm:node/13267146000,,,Maxi,open,,,,,Quebec,,CA,46.1131343,-71.3000908,America/Toronto,Discount,,,Maxi,QC,Quebec,430,Thetford Mines,D,,osm,osm+pip,13267146000,node
osm:node/13283767976,,,MacPhee's Your Independent Grocer Souris,open,,,,,Prince Edward Island,,CA,46.353848,-62.24468,America/Halifax,Supermarket,,,Your Independent Grocer,PE,Prince Edward Island,,,,,osm,osm+pip,13283767976,node
osm:node/13324881437,,,Club Entrepôt,open,2107 Rue Lapierre,,,,Quebec,,CA,45.4393899,-73.6182426,America/Toronto,Wholesale,,,Wholesale Club,QC,Quebec,462,Montréal,B,,osm,osm+pip+nearest,13324881437,node
osm:node/13334482685,,,Maxi,open,8570 Boulevard Saint-Laurent,Montréal,,,Quebec,,CA,45.5409764,-73.6390268,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+postcode_letter,13334482685,node
osm:node/13370264084,,,No Frills,open,,,,,Ontario,,CA,42.8817911,-80.7511851,America/Toronto,Discount,,,No Frills,ON,Ontario,546,Tillsonburg,D,,osm,osm+pip,13370264084,node
osm:node/13427587831,,https://www.nofrills.ca/en/store-locator/details/9482,No Frills,open,4762 Hastings Street,Burnaby,,,British Columbia,,CA,49.280788,-122.9950064,America/Vancouver,Discount,,844-295-8219,No Frills,BC,British Columbia,933,Vancouver,B,,osm,osm+postcode_letter,13427587831,node
osm:node/13459326458,,,No Frills,open,,,,,Ontario,,CA,49.7674414,-94.484236,America/Toronto,Discount,,,No Frills,ON,Ontario,598,Kenora,D,,osm,osm+pip,13459326458,node
osm:node/13586548001,,https://www.nofrills.ca/,No Frills,open,970 Upper Wentworth Street,,,,Ontario,,CA,43.2184337,-79.8664545,America/Toronto,Discount,,,No Frills,ON,Ontario,537,Hamilton,B,,osm,osm+pip,13586548001,node
osm:node/13588529653,,https://www.maxi.ca/store-locator/details/8910,Maxi,open,7455 Rue Sherbrooke Est,Montréal,,,Quebec,H1N 1E8,CA,45.5932139,-73.5413463,America/Toronto,Discount,,514-353-7930,Maxi,QC,Quebec,462,Montréal,B,H1N,osm,osm+postcode_letter,13588529653,node
osm:node/13621743671,,,大統華 T&T Supermarket,open,4112 Lougheed Highway,,,,British Columbia,,CA,49.2650732,-123.0128774,America/Vancouver,Asian Specialty,,,T&T Supermarket,BC,British Columbia,933,Vancouver,B,,osm,osm+pip,13621743671,node
osm:node/13648383469,,https://www.maxi.ca/fr/store-locator/details/7946,Maxi,open,4500 Rue Hochelaga,,,,Quebec,,CA,45.5568922,-73.5450843,America/Toronto,Discount,,514-360-0402,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+pip,13648383469,node
osm:node/13648569111,,,Maxi,open,,,,,Quebec,,CA,45.523128,-73.5520919,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+pip,13648569111,node
osm:node/13663530620,,,No Frills,open,,,,,Ontario,,CA,43.708444,-79.3765359,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,13663530620,node
osm:node/13675157335,,,Wholesale Club,open,,,,,Saskatchewan,,CA,52.1156518,-106.6237002,America/Regina,Wholesale,,,Wholesale Club,SK,Saskatchewan,725,Saskatoon,B,,osm,osm+pip,13675157335,node
osm:node/13744043394,,,No Frills,open,,,,,Ontario,,CA,44.1616683,-77.3710945,America/Toronto,Discount,,,No Frills,ON,Ontario,522,Belleville - Quinte West,B,,osm,osm+pip,13744043394,node
osm:way/4982585,,,Loblaws,open,1048 Midland Avenue,Kingston,,,Ontario,,CA,44.2610745,-76.5720475,America/Toronto,Supermarket,,,Loblaws,ON,Ontario,521,Kingston,B,,osm,osm+pip,4982585,way
osm:way/17488404,,,Valu-mart,open,235 Gore Road,Kingston,,,Ontario,,CA,44.258945,-76.4557747,America/Toronto,Supermarket,,,Valu-Mart,ON,Ontario,521,Kingston,B,,osm,osm+pip,17488404,way
osm:way/19348420,,https://www.realcanadiansuperstore.ca/store-locator/details/1576,Real Canadian Superstore,open,3575 20 Avenue NE,Calgary,,,Alberta,T1Y 6R3,CA,51.0690594,-113.9840482,America/Edmonton,Hypermarket,,304-280-8222,Real Canadian Superstore,AB,Alberta,825,Calgary,B,T1Y,osm,osm+postcode_letter,19348420,way
osm:way/19713278,,https://www.realcanadiansuperstore.ca/store-locator/details/1575,Real Canadian Superstore,open,5251 Country Hills Boulevard NW,Calgary,,,Alberta,,CA,51.1364661,-114.16125,America/Edmonton,Hypermarket,,,Real Canadian Superstore,AB,Alberta,825,Calgary,B,,osm,osm+pip,19713278,way
osm:way/20344182,,,Loblaws,open,396 St. Clair Avenue West,Toronto,,,Ontario,,CA,43.6841711,-79.4154393,America/Toronto,Supermarket,,416-651-5166,Loblaws,ON,Ontario,535,Toronto,B,,osm,osm+pip,20344182,way
osm:way/22942361,,,No Frills,open,,,,,Ontario,,CA,43.5942359,-79.5396911,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,22942361,way
osm:way/23225269,,,No Frills,open,222 Lansdowne Avenue,Toronto,,,Ontario,M6K 3C6,CA,43.6496634,-79.4404014,America/Toronto,Discount,,866-987-6453,No Frills,ON,Ontario,535,Toronto,B,M6K,osm,osm+postcode_letter,23225269,way
osm:way/23348398,,,Zehrs,open,,,,,Ontario,,CA,42.3117355,-82.9385697,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,559,Windsor,B,,osm,osm+pip,23348398,way
osm:way/23442035,,,No Frills,open,243 Alberta Avenue,York,,,Ontario,,CA,43.6810635,-79.4337652,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,23442035,way
osm:way/23775852,,https://www.realcanadiansuperstore.ca/store-locator/details/1560,Real Canadian Superstore,open,333 Seymour Boulevard,North Vancouver,,,British Columbia,,CA,49.3115278,-123.0247915,America/Vancouver,Hypermarket,,,Real Canadian Superstore,BC,British Columbia,933,Vancouver,B,,osm,osm+pip+nearest,23775852,way
osm:way/25636424,,,Loblaws,open,50 Musgrave Street,Toronto,,,Ontario,M4E 3W2,CA,43.688473,-79.2882525,America/Toronto,Supermarket,,,Loblaws,ON,Ontario,535,Toronto,B,M4E,osm,osm+postcode_letter,25636424,way
osm:way/25656474,,,No Frills,open,,,,,Ontario,,CA,43.708304,-79.2962295,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,25656474,way
osm:way/25795196,,,Loblaws,open,3501 Yonge Street,North York,,,Ontario,M4N 2N5,CA,43.735417,-79.404139,America/Toronto,Supermarket,,416-481-7753,Loblaws,ON,Ontario,535,Toronto,B,M4N,osm,osm+postcode_letter,25795196,way
osm:way/26819097,,https://www.realcanadiansuperstore.ca/store-locator/details/1577,Real Canadian Superstore,open,5858 Signal Hill Centre SW,Calgary,,,Alberta,,CA,51.0195418,-114.174346,America/Edmonton,Hypermarket,,403-686-8036,Real Canadian Superstore,AB,Alberta,825,Calgary,B,,osm,osm+postcode_letter,26819097,way
osm:way/27046965,,https://www.realcanadiansuperstore.ca/store-locator/details/1543,Real Canadian Superstore,open,100 Country Village Road NE,,,,Alberta,,CA,51.1620464,-114.0695223,America/Edmonton,Hypermarket,,,Real Canadian Superstore,AB,Alberta,825,Calgary,B,,osm,osm+pip,27046965,way
osm:way/27142400,,,No Frills,open,9325 Yonge Street,Richmond Hill,,,Ontario,L4C 1V4,CA,43.8560583,-79.4321461,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,L4C,osm,osm+postcode_letter,27142400,way
osm:way/27249367,,,No Frills,open,770,,,,Ontario,,CA,43.2296901,-79.8824472,America/Toronto,Discount,,,No Frills,ON,Ontario,537,Hamilton,B,,osm,osm+pip,27249367,way
