store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,coord_source,fips_source,county_name,cbsa_name,cbsa_metro,csa_name
5751,,https://www.walmart.com/store/5751-salinas-ca,Walmart Supercenter,open,1375 N Davis Rd.,Salinas,,California,CA,93907,US,36.7059,-121.6682,America/Los_Angeles,Supercenter,,831-998-9080,06,06053,06053010504,060530105044001,41500,,ceo,census,Monterey County,"Salinas, CA",TRUE,
4488,,https://www.walmart.com/store/4488-marina-ca,Walmart Supercenter,open,150 Beach Rd,Marina,,California,CA,93933,US,36.6934,-121.8011,America/Los_Angeles,Supercenter,,831-883-9138,06,06053,06053014301,060530143011000,41500,,ceo,census,Monterey County,"Salinas, CA",TRUE,
2030,,https://www.walmart.com/store/2030-sonora-ca,Walmart Supercenter,open,1101 Sanguinetti Road,Sonora,,California,CA,95370,US,37.9722,-120.3657,America/Los_Angeles,Supercenter,,209-533-2617,06,06109,06109004102,061090041021033,43760,,ceo,census,Tuolumne County,"Sonora, CA",FALSE,
1563,,https://www.walmart.com/store/1563-lancaster-ca,Walmart Supercenter,open,44665 Valley Central Way,Lancaster,,California,CA,93536,US,34.6938,-118.1741,America/Los_Angeles,Supercenter,,661-940-8744,06,06037,06037901008,060379010081015,31080,348,ceo,census,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
2951,,https://www.walmart.com/store/2951-lancaster-ca,Walmart Supercenter,open,1731 E Avenue J,Lancaster,,California,CA,93535,US,34.6925,-118.0977,America/Los_Angeles,Supercenter,,661-945-7848,06,06037,06037900609,060379006093007,31080,348,ceo,census,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
4317,,https://www.walmart.com/store/4317-tehachapi-ca,Walmart Supercenter,open,400 Tucker Rd,Tehachapi,,California,CA,93561,US,35.1294,-118.466,America/Los_Angeles,Supercenter,,661-825-2258,06,06029,06029006101,060290061011010,12540,,ceo,census,Kern County,"Bakersfield-Delano, CA",TRUE,
1600,,https://www.walmart.com/store/1600-ridgecrest-ca,Walmart Supercenter,open,201 E Bowman Rd,Ridgecrest,,California,CA,93555,US,35.6066,-117.6669,America/Los_Angeles,Supercenter,,760-371-4974,06,06029,06029005410,060290054102011,12540,,ceo,census,Kern County,"Bakersfield-Delano, CA",TRUE,
1616,,https://www.walmart.com/store/1616-susanville-ca,Walmart,open,2900 Main St,Susanville,,California,CA,96130,US,40.4091,-120.6376,America/Los_Angeles,Discount,,530-251-2000,06,06035,06035040304,060350403042038,45000,,ceo,census,Lassen County,"Susanville, CA",FALSE,
1630,,https://www.walmart.com/store/1630-yreka-ca,Walmart Supercenter,open,1906 Fort Jones Rd,Yreka,,California,CA,96097,US,41.6986,-122.6445,America/Los_Angeles,Supercenter,,530-842-7330,06,06093,06093000701,060930007013001,,,ceo,census,,,,
869,,https://www.walmart.com/store/869-alamosa-co,Walmart Supercenter,open,3333 Clark St,Alamosa,,Colorado,CO,81101,US,37.482,-105.9041,America/Denver,Supercenter,,719-589-9071,08,08003,08003960202,080039602021006,10480,,ceo,census,Alamosa County,"Alamosa, CO",FALSE,
4734,,https://www.walmart.com/store/4734-arvada-co,Walmart Supercenter,open,9400 Ralston Road,Arvada,,Colorado,CO,80002,US,39.8008,-105.1029,America/Denver,Supercenter,,720-624-0346,08,08059,08059010308,080590103082001,19740,216,ceo,census,Jefferson County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
5957,,https://www.walmart.com/store/5957-lakeside-co,Walmart Supercenter,open,5957 W 44th Ave,Lakeside,,Colorado,CO,80212,US,39.7788,-105.0618,America/Denver,Supercenter,,303-222-4455,08,08059,08059010604,080590106041002,19740,216,ceo,census,Jefferson County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
3824,,https://www.walmart.com/store/3824-westminster-co,Walmart Supercenter,open,7155 Sheridan Blvd,Westminster,,Colorado,CO,80003,US,39.8253,-105.0564,America/Denver,Supercenter,,303-487-1412,08,08059,08059010208,080590102081000,19740,216,ceo,census,Jefferson County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
2125,,https://www.walmart.com/store/2125-lakewood-co,Walmart Supercenter,open,7455 W Colfax Ave,Lakewood,,Colorado,CO,80214,US,39.7425,-105.0793,America/Denver,Supercenter,,303-274-5211,08,08059,08059011402,080590114023006,19740,216,ceo,census,Jefferson County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
2223,,https://www.walmart.com/store/2223-westminster-co,Walmart Supercenter,open,9499 Sheridan Blvd,Westminster,,Colorado,CO,80031,US,39.8682,-105.0566,America/Denver,Supercenter,,303-427-4882,08,08059,08059060400,080590604002034,19740,216,ceo,census,Jefferson County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
4284,,https://www.walmart.com/store/4284-lakewood-co,Walmart Supercenter,open,440 Wadsworth Blvd,Lakewood,,Colorado,CO,80226,US,39.7223,-105.0804,America/Denver,Supercenter,,303-205-0754,08,08059,08059011601,080590116012009,19740,216,ceo,census,Jefferson County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
3019,,https://www.walmart.com/store/3019-thornton-co,Walmart Neighborhood Market,open,850 E 88th Ave,Thornton,,Colorado,CO,80229,US,39.855,-104.9751,America/Denver,Neighborhood Market,,303-287-4404,08,08001,08001009001,080010090012018,19740,216,ceo,census,Adams County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
1231,,https://www.walmart.com/store/1231-thornton-co,Walmart Supercenter,open,9901 Grant St,Thornton,,Colorado,CO,80229,US,39.8758,-104.9856,America/Denver,Supercenter,,303-451-1003,08,08001,08001009203,080010092032002,19740,216,ceo,census,Adams County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
4288,,https://www.walmart.com/store/4288-broomfield-co,Walmart Supercenter,open,4651 W 121st Ave,Broomfield,,Colorado,CO,80020,US,39.9167,-105.0465,America/Denver,Supercenter,,303-217-9374,08,08014,08014030800,080140308002005,19740,216,ceo,census,Broomfield County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
4747,,https://www.walmart.com/store/4747-northglenn-co,Walmart Neighborhood Market,open,10755 Washington Street,Northglenn,,Colorado,CO,80233,US,39.8922,-104.9771,America/Denver,Neighborhood Market,,303-200-1490,08,08001,08001008505,080010085052015,19740,216,ceo,census,Adams County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
2752,,https://www.walmart.com/store/2752-commerce-city-co,Walmart Supercenter,open,5990 Dahlia St,Commerce City,,Colorado,CO,80022,US,39.8045,-104.928,America/Denver,Supercenter,,303-287-0600,08,08001,08001008709,080010087093001,19740,216,ceo,census,Adams County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
5341,,https://www.walmart.com/store/5341-broomfield-co,Walmart Supercenter,open,500 Summit Blvd,Broomfield,,Colorado,CO,80021,US,39.9264,-105.1362,America/Denver,Supercenter,,303-466-3928,08,08014,08014031102,080140311021000,19740,216,ceo,census,Broomfield County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
5676,,https://www.walmart.com/store/5676-denver-co,Walmart Supercenter,open,2770 West Evans Avenue,Denver,,Colorado,CO,80219,US,39.6776,-105.0214,America/Denver,Supercenter,,303-222-7043,08,08031,08031015600,080310156003002,19740,216,ceo,census,Denver County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
3533,,https://www.walmart.com/store/3533-denver-co,Walmart Supercenter,open,7800 Smith Rd,Denver,,Colorado,CO,80207,US,39.7698,-104.8976,America/Denver,Supercenter,,720-941-0411,08,08031,08031004113,080310041131013,19740,216,ceo,census,Denver County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
3867,,https://www.walmart.com/store/3867-westminster-co,Walmart Supercenter,open,200 W 136th Ave,Westminster,,Colorado,CO,80234,US,39.9405,-104.9907,America/Denver,Supercenter,,720-929-1758,08,08001,08001060100,080010601002000,19740,216,ceo,census,Adams County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
2751,,https://www.walmart.com/store/2751-englewood-co,Walmart Supercenter,open,601 Englewood Pkwy,Englewood,,Colorado,CO,80110,US,39.6561,-104.9948,America/Denver,Supercenter,,303-789-7201,08,08005,08005005702,080050057022003,19740,216,ceo,census,Arapahoe County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
1308,,https://www.walmart.com/store/1308-littleton-co,Walmart Supercenter,open,7700 W Quincy Ave,Littleton,,Colorado,CO,80123,US,39.6367,-105.0835,America/Denver,Supercenter,,303-971-0321,08,08031,08031012015,080310120153000,19740,216,ceo,census,Denver County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
4567,,https://www.walmart.com/store/4567-brighton-co,Walmart Supercenter,open,7101 E 128th Ave,Brighton,,Colorado,CO,80602,US,39.9306,-104.9055,America/Denver,Supercenter,,303-209-4339,08,08001,08001008540,080010085404018,19740,216,ceo,census,Adams County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
3128,,https://www.walmart.com/store/3128-denver-co,Walmart Neighborhood Market,open,1442 S Parker Rd,Denver,,Colorado,CO,80231,US,39.6905,-104.8889,America/Denver,Neighborhood Market,,303-481-0182,08,08005,08005086801,080050868011008,19740,216,ceo,census,Arapahoe County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
5049,,https://www.walmart.com/store/5049-littleton-co,Walmart Supercenter,open,13420 W Coal Mine Ave,Littleton,,Colorado,CO,80127,US,39.6081,-105.151,America/Denver,Supercenter,,303-979-2064,08,08059,08059012044,080590120442001,19740,216,ceo,census,Jefferson County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
1045,,https://www.walmart.com/store/1045-lafayette-co,Walmart Supercenter,open,745 Us Highway 287,Lafayette,,Colorado,CO,80026,US,40.0059,-105.105,America/Denver,Supercenter,,303-666-0340,08,08013,08013012903,080130129032003,14500,216,ceo,fcc,Boulder County,"Boulder, CO",TRUE,"Denver-Aurora-Greeley, CO"
2293,,https://www.walmart.com/store/2293-evergreen-co,Walmart Supercenter,open,952 Swede Gulch Rd,Evergreen,,Colorado,CO,80439,US,39.7011,-105.3272,America/Denver,Supercenter,,303-526-1649,08,08059,08059009846,080590098461010,19740,216,ceo,census,Jefferson County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
3127,,https://www.walmart.com/store/3127-denver-co,Walmart Neighborhood Market,open,5141 Chambers Rd,Denver,,Colorado,CO,80239,US,39.7859,-104.8112,America/Denver,Neighborhood Market,,303-218-6237,08,08031,08031008386,080310083862022,19740,216,ceo,census,Denver County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
3566,,https://www.walmart.com/store/3566-denver-co,Walmart Supercenter,open,9400 E Hampden Ave,Denver,,Colorado,CO,80231,US,39.6519,-104.879,America/Denver,Supercenter,,720-748-1000,08,08005,08005006854,080050068541000,19740,216,ceo,census,Arapahoe County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
1492,,https://www.walmart.com/store/1492-aurora-co,Walmart Supercenter,open,14000 E Exposition Ave,Aurora,,Colorado,CO,80012,US,39.7025,-104.8261,America/Denver,Supercenter,,303-368-1115,08,08005,08005081101,080050811011002,19740,216,ceo,census,Arapahoe County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
5334,,https://www.walmart.com/store/5334-aurora-co,Walmart Supercenter,open,3301 Tower Rd,Aurora,,Colorado,CO,80011,US,39.7618,-104.7742,America/Denver,Supercenter,,720-374-0278,08,08001,08001008309,080010083092023,19740,216,ceo,census,Adams County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
4196,,https://www.walmart.com/store/4196-aurora-co,Walmart Neighborhood Market,open,15240 E Iliff Ave,Aurora,,Colorado,CO,80014,US,39.6735,-104.8111,America/Denver,Neighborhood Market,,303-481-3904,08,08005,08005081400,080050814002000,19740,216,ceo,census,Arapahoe County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
1659,,https://www.walmart.com/store/1659-brighton-co,Walmart Supercenter,open,60 W Bromley Ln,Brighton,,Colorado,CO,80601,US,39.9696,-104.8239,America/Denver,Supercenter,,303-659-1560,08,08001,08001008552,080010085522037,19740,216,ceo,census,Adams County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
3313,,https://www.walmart.com/store/3313-centennial-co,Walmart Supercenter,open,10900 E Briarwood Ave,Centennial,,Colorado,CO,80112,US,39.591,-104.8625,America/Denver,Supercenter,,303-706-0071,08,08005,08005006864,080050068641006,19740,216,ceo,census,Arapahoe County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
1252,,https://www.walmart.com/store/1252-highlands-ranch-co,Walmart Supercenter,open,6675 Business Center Dr,Highlands Ranch,,Colorado,CO,80130,US,39.5624,-104.9107,America/Denver,Supercenter,,303-683-3641,08,08035,08035014138,080350141382004,19740,216,ceo,census,Douglas County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
1689,,https://www.walmart.com/store/1689-aurora-co,Walmart Supercenter,open,5650 S Chambers Rd,Aurora,,Colorado,CO,80015,US,39.614,-104.8121,America/Denver,Supercenter,,303-690-6322,08,08005,08005084900,080050849002007,19740,216,ceo,census,Arapahoe County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
3126,,https://www.walmart.com/store/3126-centennial-co,Walmart Neighborhood Market,open,16746 E Smoky Hill Rd,Centennial,,Colorado,CO,80015,US,39.6255,-104.7939,America/Denver,Neighborhood Market,,303-305-1110,08,08005,08005081700,080050817001000,19740,216,ceo,census,Arapahoe County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
3740,,https://www.walmart.com/store/3740-aurora-co,Walmart Neighborhood Market,open,21475 E Quincy Ave,Aurora,,Colorado,CO,80015,US,39.6399,-104.7379,America/Denver,Neighborhood Market,,303-248-4048,08,08005,08005083201,080050832013010,19740,216,ceo,census,Arapahoe County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
5137,,https://www.walmart.com/store/5137-aurora-co,Walmart Supercenter,open,6101 S Aurora Pkwy,Aurora,,Colorado,CO,80016,US,39.6063,-104.7047,America/Denver,Supercenter,,303-617-1261,08,08005,08005007112,080050071121023,19740,216,ceo,census,Arapahoe County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
905,,https://www.walmart.com/store/905-longmont-co,Walmart Supercenter,open,2285 E Ken Pratt Blvd,Longmont,,Colorado,CO,80504,US,40.1581,-105.0484,America/Denver,Supercenter,,303-678-0803,08,08013,08013013210,080130132102039,14500,216,ceo,census,Boulder County,"Boulder, CO",TRUE,"Denver-Aurora-Greeley, CO"
2892,,https://www.walmart.com/store/2892-parker-co,Walmart Supercenter,open,11101 S Parker Rd,Parker,,Colorado,CO,80134,US,39.5138,-104.7683,America/Denver,Supercenter,,303-805-0029,08,08035,08035013905,080350139051004,19740,216,ceo,census,Douglas County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
5370,,https://www.walmart.com/store/5370-longmont-co,Walmart Supercenter,open,2514 Main St,Longmont,,Colorado,CO,80504,US,40.2049,-105.0995,America/Denver,Supercenter,,303-774-7513,08,08013,08013013201,080130132011074,14500,216,ceo,nominatim+fcc,Boulder County,"Boulder, CO",TRUE,"Denver-Aurora-Greeley, CO"
984,,https://www.walmart.com/store/984-castle-rock-co,Walmart Supercenter,open,133 Sam Walton Lane,Castle Rock,,Colorado,CO,80104,US,39.4059,-104.8615,America/Denver,Supercenter,,303-688-8200,08,08035,08035014503,080350145033027,19740,216,ceo,census,Douglas County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
4639,,https://www.walmart.com/store/4639-elizabeth-co,Walmart Supercenter,open,2100 Legacy Cir,Elizabeth,,Colorado,CO,80107,US,39.3604,-104.6236,America/Denver,Supercenter,,303-646-2599,08,08039,08039961208,080399612082029,19740,216,ceo,census,Elbert County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
1199,,https://www.walmart.com/store/1199-avon-co,Walmart Supercenter,open,171 Yoder Ave,Avon,,Colorado,CO,81620,US,39.6276,-106.5006,America/Denver,Supercenter,,970-949-6442,08,08037,08037000504,080370005041006,20780,233,ceo,nominatim+fcc,Eagle County,"Edwards, CO",FALSE,"Edwards-Rifle, CO"
986,,https://www.walmart.com/store/986-frisco-co,Walmart,open,840 Summit Blvd,Frisco,,Colorado,CO,80443,US,39.5869,-106.0963,America/Denver,Discount,,970-668-3959,08,08117,08117000301,081170003013004,14720,,ceo,nominatim+fcc,Summit County,"Breckenridge, CO",FALSE,
980,,https://www.walmart.com/store/980-greeley-co,Walmart Supercenter,open,3103 S 23rd Ave,Greeley,,Colorado,CO,80631,US,40.3862,-104.719,America/Denver,Supercenter,,970-330-1452,08,08123,08123001005,081230010053003,24540,216,ceo,census,Weld County,"Greeley, CO",TRUE,"Denver-Aurora-Greeley, CO"
5051,,https://www.walmart.com/store/5051-greeley-co,Walmart Supercenter,open,920 47th Ave,Greeley,,Colorado,CO,80634,US,40.4228,-104.7548,America/Denver,Supercenter,,970-353-4231,08,08123,08123001413,081230014132014,24540,216,ceo,census,Weld County,"Greeley, CO",TRUE,"Denver-Aurora-Greeley, CO"
953,,https://www.walmart.com/store/953-loveland-co,Walmart Supercenter,open,1325 Denver Ave,Loveland,,Colorado,CO,80537,US,40.4044,-105.0465,America/Denver,Supercenter,,970-669-4579,08,08069,08069001711,080690017112006,22660,,ceo,census,Larimer County,"Fort Collins-Loveland, CO",TRUE,
1019,,https://www.walmart.com/store/1019-canon-city-co,Walmart Supercenter,open,3105 E Us Highway 50,Canon City,,Colorado,CO,81212,US,38.4486,-105.1915,America/Denver,Supercenter,,719-275-2375,,,,,,,ceo,none,,,,
3382,,https://www.walmart.com/store/3382-pueblo-west-co,Walmart Supercenter,open,78 N Mcculloch Blvd,Pueblo West,,Colorado,CO,81007,US,38.3364,-104.7399,America/Denver,Supercenter,,719-647-9861,08,08101,08101002923,081010029232037,39380,444,ceo,census,Pueblo County,"Pueblo, CO",TRUE,"Pueblo-Cañon City, CO"
3018,,https://www.walmart.com/store/3018-fountain-co,Walmart Supercenter,open,4425 Venetucci Blvd,Fountain,,Colorado,CO,80906,US,38.7685,-104.7816,America/Denver,Supercenter,,719-313-4378,08,08041,08041003303,080410033033003,17820,,ceo,fcc,El Paso County,"Colorado Springs, CO",TRUE,
1273,,https://www.walmart.com/store/1273-fountain-co,Walmart Supercenter,open,6310 S Us Highway 85-87,Fountain,,Colorado,CO,80817,US,38.7404,-104.7369,America/Denver,Supercenter,,719-391-1700,08,08041,08041004501,080410045013031,17820,,ceo,census,El Paso County,"Colorado Springs, CO",TRUE,
1434,,https://www.walmart.com/store/1434-colorado-springs-co,Walmart Supercenter,open,707 S 8th St,Colorado Springs,,Colorado,CO,80905,US,38.8238,-104.8383,America/Denver,Supercenter,,719-633-0736,08,08041,08041003001,080410030011001,17820,,ceo,census,El Paso County,"Colorado Springs, CO",TRUE,
1001,,https://www.walmart.com/store/1001-pueblo-co,Walmart Supercenter,open,4080 W Northern Ave,Pueblo,,Colorado,CO,81005,US,38.233,-104.6649,America/Denver,Supercenter,,719-561-8495,08,08101,08101002801,081010028015001,39380,444,ceo,census,Pueblo County,"Pueblo, CO",TRUE,"Pueblo-Cañon City, CO"
842,,https://www.walmart.com/store/842-pueblo-co,Walmart Supercenter,open,4200 Dillon Dr,Pueblo,,Colorado,CO,81008,US,38.3139,-104.6096,America/Denver,Supercenter,,719-545-6404,08,08101,08101002920,081010029201004,39380,444,ceo,census,Pueblo County,"Pueblo, CO",TRUE,"Pueblo-Cañon City, CO"
