store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,county_name,cbsa_name,cbsa_metro,csa_name
1269,plymouth-meeting,https://www.target.com/sl/plymouth-meeting/1269,Plymouth Meeting,Open,2250 Chemical Rd,Plymouth Meeting,Montgomery,Pennsylvania,PA,19462-1716,US,40.104859,-75.296082,America/New_York,Pfresh,137590,610-276-0042,42,42091,42091204002,420912040022013,37980,428,Montgomery County,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",TRUE,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
1270,west-mifflin,https://www.target.com/sl/west-mifflin/1270,West Mifflin,Open,1717 Lebanon Church Rd,West Mifflin,Allegheny,Pennsylvania,PA,15236-1450,US,40.348613,-79.953199,America/New_York,Gen Merch,124897,412-502-0020,42,42003,42003488500,420034885003006,38300,430,Allegheny County,"Pittsburgh, PA",TRUE,"Pittsburgh-Weirton-Steubenville, PA-OH-WV"
1271,saratoga-springs,https://www.target.com/sl/saratoga-springs/1271,Saratoga Springs,Open,3031 Route 50,Saratoga Springs,Saratoga,New York,NY,12866-2926,US,43.099397,-73.743829,America/New_York,Pfresh,124291,518-226-0003,36,36091,36091060704,360910607041017,10580,104,Saratoga County,"Albany-Schenectady-Troy, NY",TRUE,"Albany-Schenectady, NY"
1272,shakopee,https://www.target.com/sl/shakopee/1272,Shakopee,Open,1685 17th Ave E,Shakopee,Scott,Minnesota,MN,55379-4407,US,44.775657,-93.500873,America/Chicago,Pfresh,125917,952-445-5332,27,27139,27139080307,271390803073000,33460,378,Scott County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
1273,pensacola-ne,https://www.target.com/sl/pensacola-ne/1273,Pensacola NE,Open,1749 E Nine Mile Rd,Pensacola,Escambia,Florida,FL,32514-5729,US,30.530082,-87.223828,America/Chicago,Pfresh,124224,850-473-8647,12,12033,12033003507,120330035071007,37860,,Escambia County,"Pensacola-Ferry Pass-Brent, FL",TRUE,
1274,daphne,https://www.target.com/sl/daphne/1274,Daphne,Open,1698 US Highway 98,Daphne,Baldwin,Alabama,AL,36526-4252,US,30.603217,-87.896507,America/Chicago,Gen Merch,125351,251-621-3540,01,01003,01003010800,010030108001024,19300,380,Baldwin County,"Daphne-Fairhope-Foley, AL",TRUE,"Mobile-Daphne-Fairhope, AL"
1275,lynchburg,https://www.target.com/sl/lynchburg/1275,Lynchburg,Open,4028 Wards Rd,Lynchburg,Lynchburg City,Virginia,VA,24502-2944,US,37.346211,-79.190985,America/New_York,Pfresh,125351,434-239-6163,51,51680,51680001601,516800016011026,31340,,Lynchburg city,"Lynchburg, VA",TRUE,
1278,arnold,https://www.target.com/sl/arnold/1278,Arnold,Open,3849 Vogel Rd,Arnold,Jefferson,Missouri,MO,63010-6201,US,38.412647,-90.396168,America/Chicago,Pfresh,127037,636-287-1055,29,29099,29099700117,290997001171018,41180,476,Jefferson County,"St. Louis, MO-IL",TRUE,"St. Louis-St. Charles-Farmington, MO-IL"
1279,kirkwood,https://www.target.com/sl/kirkwood/1279,Kirkwood,Open,1042 S Kirkwood Rd,Kirkwood,St. Louis,Missouri,MO,63122-7200,US,38.564709,-90.404735,America/Chicago,Pfresh,128326,314-822-4051,29,29189,29189221000,291892210001009,41180,476,St. Louis County,"St. Louis, MO-IL",TRUE,"St. Louis-St. Charles-Farmington, MO-IL"
1280,st-charles,https://www.target.com/sl/st-charles/1280,St Charles,Open,3881 Mexico Rd,Saint Charles,St. Charles,Missouri,MO,63303-3042,US,38.787647,-90.562835,America/Chicago,Pfresh,125398,636-922-0165,29,29183,29183311212,291833112121008,41180,476,St. Charles County,"St. Louis, MO-IL",TRUE,"St. Louis-St. Charles-Farmington, MO-IL"
1281,milford,https://www.target.com/sl/milford/1281,Milford,Open,250 Fortune Blvd,Milford,Worcester,Massachusetts,MA,01757-1743,US,42.160827,-71.498868,America/New_York,Pfresh,138461,508-478-5880,25,25027,25027744202,250277442023002,49340,148,Worcester County,"Worcester, MA",TRUE,"Boston-Worcester-Providence, MA-RI-NH"
1282,helena,https://www.target.com/sl/helena/1282,Helena,Open,3303 N Montana Ave,Helena,Lewis and Clark,Montana,MT,59602-7817,US,46.621295,-112.019278,America/Denver,Gen Merch,89453,406-495-8368,30,30049,30049000400,300490004002027,25740,,Lewis and Clark County,"Helena, MT",TRUE,
1283,murrieta,https://www.target.com/sl/murrieta/1283,Murrieta,Open,41040 California Oaks Rd,Murrieta,Riverside,California,CA,92562-5749,US,33.565642,-117.203908,America/Los_Angeles,Pfresh,125470,951-696-7527,06,06065,06065043206,060650432061009,40140,348,Riverside County,"Riverside-San Bernardino-Ontario, CA",TRUE,"Los Angeles-Long Beach, CA"
1284,northgate,https://www.target.com/sl/northgate/1284,Northgate,Open,302 NE Northgate Way,Seattle,King,Washington,WA,98125-6047,US,47.70897,-122.325012,America/Los_Angeles,Pfresh,165667,206-494-0897,53,53033,53033001201,530330012011004,42660,500,King County,"Seattle-Tacoma-Bellevue, WA",TRUE,"Seattle-Tacoma, WA"
1285,ypsilanti-carpenter-road,https://www.target.com/sl/ypsilanti-carpenter-road/1285,Ypsilanti Carpenter Road,Open,3749 Carpenter Rd,Ypsilanti,Washtenaw,Michigan,MI,48197-9809,US,42.235442,-83.677315,America/New_York,Pfresh,125390,734-975-4396,26,26161,26161414500,261614145004000,11460,220,Washtenaw County,"Ann Arbor, MI",TRUE,"Detroit-Warren-Ann Arbor, MI"
1286,valparaiso,https://www.target.com/sl/valparaiso/1286,Valparaiso,Open,2420 Laporte Ave,Valparaiso,Porter,Indiana,IN,46383-6914,US,41.466956,-87.030416,America/Chicago,Pfresh,125504,219-531-6448,18,18127,18127050802,181270508021008,16980,176,Porter County,"Chicago-Naperville-Elgin, IL-IN",TRUE,"Chicago-Naperville, IL-IN-WI"
1287,erie,https://www.target.com/sl/erie/1287,Erie,Open,6700 Peach St,Erie,Erie,Pennsylvania,PA,16509-7712,US,42.055523,-80.094522,America/New_York,Pfresh,125394,814-860-8511,42,42049,42049011202,420490112021009,21500,240,Erie County,"Erie, PA",TRUE,"Erie-Meadville, PA"
1288,state-college,https://www.target.com/sl/state-college/1288,State College,Open,315 Colonnade Blvd,State College,Centre,Pennsylvania,PA,16803-2321,US,40.812571,-77.906703,America/New_York,Gen Merch,127107,814-861-8660,42,42027,42027011302,420270113021000,44300,524,Centre County,"State College, PA",TRUE,"State College-DuBois, PA"
1289,new-britain,https://www.target.com/sl/new-britain/1289,New Britain,Open,475 Hartford Rd,New Britain,Hartford,Connecticut,CT,06053-1524,US,41.710626,-72.763862,America/New_York,Pfresh,141986,860-348-9100,09,09003,09003417400,090034174002003,,,,,,
1290,saugus,https://www.target.com/sl/saugus/1290,Saugus,Open,400 Lynn Fells Pkwy,Saugus,Essex,Massachusetts,MA,01906-3100,US,42.481583,-71.024154,America/New_York,Pfresh,107809,781-307-0000,25,25009,25009208401,250092084012008,14460,148,Essex County,"Boston-Cambridge-Newton, MA-NH",TRUE,"Boston-Worcester-Providence, MA-RI-NH"
1291,phoenixville,https://www.target.com/sl/phoenixville/1291,Phoenixville,Open,200 Mill Road,Phoenixville,Montgomery,Pennsylvania,PA,19460-1183,US,40.13059,-75.4531,America/New_York,Pfresh,126226,610-650-8700,42,42091,42091206108,420912061081003,37980,428,Montgomery County,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",TRUE,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
1292,christiansburg,https://www.target.com/sl/christiansburg/1292,Christiansburg,Open,195 Conston Ave,Christiansburg,Montgomery,Virginia,VA,24073-1151,US,37.157251,-80.422419,America/New_York,Pfresh,125389,540-381-9459,51,51121,51121021102,511210211023004,13980,,Montgomery County,"Blacksburg-Christiansburg-Radford, VA",TRUE,
1293,costa-mesa,https://www.target.com/sl/costa-mesa/1293,Costa Mesa,Open,3030 Harbor Blvd Ste A,Costa Mesa,Orange,California,CA,92626-2562,US,33.68243,-117.918,America/Los_Angeles,Pfresh,150973,714-979-0372,06,06059,06059063902,060590639021004,31080,348,Orange County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
1294,st-augustine,https://www.target.com/sl/st-augustine/1294,St Augustine,Open,1440 US Hwy 1 S,Saint Augustine,St. Johns,Florida,FL,32084-4211,US,29.875513,-81.32241,America/New_York,Pfresh,128165,904-810-2336,12,12109,12109021302,121090213021005,27260,300,St. Johns County,"Jacksonville, FL",TRUE,"Jacksonville-Kingsland-Palatka, FL-GA"
1295,greenbelt,https://www.target.com/sl/greenbelt/1295,Greenbelt,Open,6100 Greenbelt Rd,Greenbelt,Prince George's,Maryland,MD,20770-4063,US,38.998652,-76.906711,America/New_York,Pfresh,127106,301-837-0054,24,24033,24033806713,240338067132003,47900,548,Prince George's County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",TRUE,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
1296,middletown,https://www.target.com/sl/middletown/1296,Middletown,Open,1 N Galleria Dr,Middletown,Orange,New York,NY,10941-3029,US,41.452284,-74.369057,America/New_York,Pfresh,125909,845-692-3700,36,36071,36071011000,360710110004057,28880,408,Orange County,"Kiryas Joel-Poughkeepsie-Newburgh, NY",TRUE,"New York-Newark, NY-NJ-CT-PA"
1298,hilton-head,https://www.target.com/sl/hilton-head/1298,Hilton Head,Open,1050 Fording Island Rd,Bluffton,Beaufort,South Carolina,SC,29910-6500,US,32.255069,-80.850245,America/New_York,Pfresh,125965,843-815-3321,45,45013,45013002107,450130021072022,25940,,Beaufort County,"Hilton Head Island-Bluffton-Port Royal, SC",TRUE,
1299,lakeland-south,https://www.target.com/sl/lakeland-south/1299,Lakeland South,Open,3570 Harden Blvd,Lakeland,Polk,Florida,FL,33803-5928,US,28.000168,-81.972942,America/New_York,Pfresh,125833,863-648-4412,12,12105,12105010702,121050107021008,29460,422,Polk County,"Lakeland-Winter Haven, FL",TRUE,"Orlando-Lakeland-Deltona, FL"
1300,jacksonville-mandarin,https://www.target.com/sl/jacksonville-mandarin/1300,Jacksonville Mandarin,Open,10490 San Jose Blvd,Jacksonville,Duval,Florida,FL,32257-6207,US,30.188558,-81.629169,America/New_York,Pfresh,126441,904-268-4334,12,12031,12031016711,120310167113012,27260,300,Duval County,"Jacksonville, FL",TRUE,"Jacksonville-Kingsland-Palatka, FL-GA"
1301,niles,https://www.target.com/sl/niles/1301,Niles,Open,5555 Youngstown Warren Rd,Niles,Trumbull,Ohio,OH,44446-4804,US,41.216528,-80.752596,America/New_York,Gen Merch,126197,330-505-1928,39,39155,39155932900,391559329001011,49660,566,Trumbull County,"Youngstown-Warren, OH",TRUE,"Youngstown-Warren-Salem, OH"
1302,chattanooga-east,https://www.target.com/sl/chattanooga-east/1302,Chattanooga East,Open,1816 Gunbarrel Rd,Chattanooga,Hamilton,Tennessee,TN,37421-3129,US,35.024344,-85.156006,America/New_York,Pfresh,125561,423-490-1418,47,47065,47065011321,470650113211002,16860,174,Hamilton County,"Chattanooga, TN-GA",TRUE,"Chattanooga-Cleveland-Dalton, TN-GA-AL"
1303,cambridge,https://www.target.com/sl/cambridge/1303,Cambridge,Open,215 Balsam St N,Cambridge,Isanti,Minnesota,MN,55008-5814,US,45.574245,-93.200224,America/Chicago,Pfresh,125390,763-689-3858,,,,,,,,,,
1304,turlock,https://www.target.com/sl/turlock/1304,Turlock,Open,3000 Countryside Dr,Turlock,Stanislaus,California,CA,95380-8402,US,37.520868,-120.879081,America/Los_Angeles,Gen Merch,125389,209-632-0132,06,06099,06099003805,060990038051005,33700,488,Stanislaus County,"Modesto, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
1305,cerritos-south-street,https://www.target.com/sl/cerritos-south-street/1305,Cerritos South Street,Open,11525 South St,Cerritos,Los Angeles,California,CA,90703-6627,US,33.859295,-118.08794,America/Los_Angeles,Pfresh,142449,562-274-0063,06,06037,06037554521,060375545212014,31080,348,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
1306,los-angeles,https://www.target.com/sl/los-angeles/1306,Los Angeles,Open,3535 S La Cienega Blvd,Los Angeles,Los Angeles,California,CA,90016-4407,US,34.0227,-118.373,America/Los_Angeles,Pfresh,172517,310-895-1131,06,06037,06037220100,060372201003002,31080,348,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
1307,sherman-oaks,https://www.target.com/sl/sherman-oaks/1307,Sherman Oaks,Open,5711 Sepulveda Blvd,Van Nuys,Los Angeles,California,CA,91411-2918,US,34.175234,-118.466515,America/Los_Angeles,Pfresh,159924,818-779-0163,06,06037,06037128400,060371284004001,31080,348,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
1308,framingham,https://www.target.com/sl/framingham/1308,Framingham,Open,400 Cochituate Rd,Framingham,Middlesex,Massachusetts,MA,01701-4655,US,42.305328,-71.398387,America/New_York,Pfresh,144964,508-628-3136,25,25017,25017383600,250173836001005,14460,148,Middlesex County,"Boston-Cambridge-Newton, MA-NH",TRUE,"Boston-Worcester-Providence, MA-RI-NH"
1309,van-nuys-raymer-st,https://www.target.com/sl/van-nuys-raymer-st/1309,Van Nuys Raymer St,Open,14920 Raymer St,Van Nuys,Los Angeles,California,CA,91405-1146,US,34.212687,-118.46022,America/Los_Angeles,Pfresh,131095,818-922-1001,06,06037,06037127210,060371272102003,31080,348,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
1310,aiken,https://www.target.com/sl/aiken/1310,Aiken,Open,2545 Whiskey Rd,Aiken,Aiken,South Carolina,SC,29803-8521,US,33.504129,-81.711132,America/New_York,Pfresh,125389,803-644-2721,45,45003,45003021204,450030212042007,12260,,Aiken County,"Augusta-Richmond County, GA-SC",TRUE,
1311,new-berlin,https://www.target.com/sl/new-berlin/1311,New Berlin,Open,4798 S Moorland Rd,New Berlin,Waukesha,Wisconsin,WI,53151-7486,US,42.958073,-88.106897,America/Chicago,Pfresh,125909,262-207-0013,55,55133,55133201506,551332015063009,33340,376,Waukesha County,"Milwaukee-Waukesha, WI",TRUE,"Milwaukee-Racine-Waukesha, WI"
1312,dover,https://www.target.com/sl/dover/1312,Dover,Open,148 John Hunn Brown Rd,Dover,Kent,Delaware,DE,19901-4708,US,39.159345,-75.511066,America/New_York,Pfresh,126029,302-741-0434,10,10001,10001041000,100010410002015,20100,428,Kent County,"Dover, DE",TRUE,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
1313,troy,https://www.target.com/sl/troy/1313,Troy,Open,1301 Coolidge Hwy,Troy,Oakland,Michigan,MI,48084-7017,US,42.544789,-83.189464,America/New_York,Pfresh,148946,248-614-9792,26,26125,26125197702,261251977021012,19820,220,Oakland County,"Detroit-Warren-Dearborn, MI",TRUE,"Detroit-Warren-Ann Arbor, MI"
1314,fenton,https://www.target.com/sl/fenton/1314,Fenton,Open,197 Gravois Bluffs Plaza Dr,Fenton,St. Louis,Missouri,MO,63026-4013,US,38.502843,-90.446953,America/Chicago,Pfresh,125552,636-326-1479,29,29189,29189221423,291892214231039,41180,476,St. Louis County,"St. Louis, MO-IL",TRUE,"St. Louis-St. Charles-Farmington, MO-IL"
1315,linden,https://www.target.com/sl/linden/1315,Linden,Open,621 W Edgar Rd,Linden,Union,New Jersey,NJ,07036-3203,US,40.619214,-74.244329,America/New_York,Pfresh,126433,908-474-1733,34,34039,34039035400,340390354001029,35620,408,Union County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
1316,tucson-sw,https://www.target.com/sl/tucson-sw/1316,Tucson SW,Open,1225 W Irvington Rd,Tucson,Pima,Arizona,AZ,85714-1167,US,32.160961,-110.989723,America/Phoenix,Pfresh,126209,520-295-1277,04,04019,04019003901,040190039011006,46060,536,Pima County,"Tucson, AZ",TRUE,"Tucson-Nogales, AZ"
1317,rossford,https://www.target.com/sl/rossford/1317,Rossford,Open,9666 Olde US 20,Rossford,Wood,Ohio,OH,43460-1710,US,41.543181,-83.580605,America/New_York,Gen Merch,126445,419-872-8310,39,39173,39173020701,391730207011082,45780,,Wood County,"Toledo, OH",TRUE,
1318,kingston,https://www.target.com/sl/kingston/1318,Kingston,Open,1300 Ulster Ave,Kingston,Ulster,New York,NY,12401-1501,US,41.968248,-73.985555,America/New_York,Pfresh,126091,845-336-2045,36,36111,36111951400,361119514001011,28740,408,Ulster County,"Kingston, NY",TRUE,"New York-Newark, NY-NJ-CT-PA"
1319,columbia-two-notch-rd,https://www.target.com/sl/columbia-two-notch-rd/1319,Columbia Two Notch Rd,Open,10204 Two Notch Rd,Columbia,Richland,South Carolina,SC,29229-4386,US,34.11804,-80.877112,America/New_York,Pfresh,125365,803-419-4086,45,45079,45079011414,450790114141009,17900,192,Richland County,"Columbia, SC",TRUE,"Columbia-Sumter-Orangeburg, SC"
1322,florence,https://www.target.com/sl/florence/1322,Florence,Open,372 Cox Creek Pkwy,Florence,Lauderdale,Alabama,AL,35630-1540,US,34.84213,-87.634764,America/Chicago,Pfresh,125247,256-764-6924,01,01077,01077010901,010770109012006,22520,250,Lauderdale County,"Florence-Muscle Shoals, AL",TRUE,"Florence-Muscle Shoals-Russellville, AL"
1323,st-charles,https://www.target.com/sl/st-charles/1323,St Charles,Open,3885 E Main St,St Charles,Kane,Illinois,IL,60174-2400,US,41.918795,-88.263731,America/Chicago,SuperTarget,176419,630-232-3980,17,17089,17089852002,170898520024000,16980,176,Kane County,"Chicago-Naperville-Elgin, IL-IN",TRUE,"Chicago-Naperville, IL-IN-WI"
1324,mayfield-heights,https://www.target.com/sl/mayfield-heights/1324,Mayfield Heights,Open,1285 Som Center Rd,Mayfield Heights,Cuyahoga,Ohio,OH,44124-2073,US,41.525092,-81.435551,America/New_York,Pfresh,125504,440-995-9300,39,39035,39035172105,390351721051007,17410,184,Cuyahoga County,"Cleveland, OH",TRUE,"Cleveland-Akron-Canton, OH"
1325,avon-oh,https://www.target.com/sl/avon-oh/1325,Avon OH,Open,35830 Detroit Rd,Avon,Lorain,Ohio,OH,44011-1681,US,41.463296,-82.010043,America/New_York,Pfresh,128538,440-937-4301,39,39093,39093013101,390930131011027,17410,184,Lorain County,"Cleveland, OH",TRUE,"Cleveland-Akron-Canton, OH"
1326,castle-rock,https://www.target.com/sl/castle-rock/1326,Castle Rock,Open,5010 Founders Pkwy,Castle Rock,Douglas,Colorado,CO,80108-7838,US,39.40837,-104.857,America/Denver,Pfresh,125374,303-663-4322,08,08035,08035014017,080350140171030,19740,216,Douglas County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
1327,scottsdale-road,https://www.target.com/sl/scottsdale-road/1327,Scottsdale Road,Open,32351 N Scottsdale Rd,Scottsdale,Maricopa,Arizona,AZ,85266-1513,US,33.779027,-111.923014,America/Phoenix,Pfresh,126775,480-575-7043,04,04013,04013216822,040132168222005,38060,429,Maricopa County,"Phoenix-Mesa-Chandler, AZ",TRUE,"Phoenix-Mesa, AZ"
1328,seal-beach,https://www.target.com/sl/seal-beach/1328,Seal Beach,Open,12300 Seal Beach Blvd,Seal Beach,Orange,California,CA,90740-2709,US,33.782654,-118.069999,America/Los_Angeles,Pfresh,129547,562-596-9887,06,06059,06059110012,060591100124013,31080,348,Orange County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
1329,inglewood,https://www.target.com/sl/inglewood/1329,Inglewood,Open,3471 W Century Blvd,Inglewood,Los Angeles,California,CA,90301-1218,US,33.948025,-118.332844,America/Los_Angeles,Pfresh,138709,310-677-2436,06,06037,06037600702,060376007023000,31080,348,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
1330,hackensack,https://www.target.com/sl/hackensack/1330,Hackensack,Open,630 Main St,Hackensack,Bergen,New Jersey,NJ,07601-5913,US,40.898491,-74.038818,America/New_York,Pfresh,116370,201-678-0599,34,34003,34003023100,340030231001014,35620,408,Bergen County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
1331,lake-stevens,https://www.target.com/sl/lake-stevens/1331,Lake Stevens,Open,9601 Market Pl,Lake Stevens,Snohomish,Washington,WA,98258-7949,US,47.998684,-122.101909,America/Los_Angeles,Pfresh,125378,425-397-8144,53,53061,53061052604,530610526042012,42660,500,Snohomish County,"Seattle-Tacoma-Bellevue, WA",TRUE,"Seattle-Tacoma, WA"
1332,pasadena-east,https://www.target.com/sl/pasadena-east/1332,Pasadena East,Open,3121 E Colorado Blvd,Pasadena,Los Angeles,California,CA,91107-3814,US,34.147097,-118.085751,America/Los_Angeles,Pfresh,145428,626-584-2931,06,06037,06037463103,060374631031003,31080,348,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
1333,billings-heights,https://www.target.com/sl/billings-heights/1333,Billings Heights,Open,403 Main St,Billings,Yellowstone,Montana,MT,59105-3227,US,45.806033,-108.472736,America/Denver,Pfresh,125387,406-256-7020,30,30111,30111000706,301110007061028,13740,,Yellowstone County,"Billings, MT",TRUE,
